City,Country,Latitude,Longitude,Population,Elevation,Timezone,GMT_offset
Warsaw,Poland,52.22977,21.01178,1702139,113,Europe/Warsaw,1
Warstein,Germany,51.44488,8.34851,28532,346,Europe/Berlin,1
Warud,India,21.47101,78.26965,47817,402,Asia/Kolkata,5.5
Warwick,United Kingdom,52.28333,-1.58333,24040,57,Europe/London,0
Warwick,United States,41.7001,-71.41617,81699,-9,America/New_York,-5
Wasco,United States,35.59412,-119.34095,22560,101,America/Chicago,-6
Washim,India,20.11128,77.133,68622,550,Asia/Kolkata,5.5
Washington,United Kingdom,54.9,-1.51667,53526,59,Europe/London,0
Washington,United States,37.13054,-113.50829,16664,232,America/Chicago,-5
Washington Heights,United States,40.8501,-73.93541,152613,61,America/New_York,-5
Washougal,United States,45.58262,-122.35342,15288,25,America/Los_Angeles,-8
Washwood Heath,United Kingdom,52.50054,-1.82657,32921,92,Europe/London,0
Wasquehal,France,50.67043,3.13382,19320,22,Europe/Paris,1
Wassenaar,Netherlands,52.14583,4.40278,25353,2,Europe/Amsterdam,1
Wassenberg,Germany,51.10009,6.15484,16641,48,Europe/Berlin,1
Watampone,Indonesia,-4.5386,120.3279,81629,34,Asia/Makassar,8
Watari,Japan,38.035,140.85111,33459,10,Asia/Tokyo,9
Watauga,United States,32.85791,-97.25474,24525,188,America/Chicago,-6
Waterbury,United States,41.55815,-73.0515,108802,84,America/New_York,-5
Waterford,Ireland,52.25833,-7.11194,47904,10,Europe/Dublin,0
Waterford,United States,41.3417,-72.13597,19281,15,America/Detroit,-5
Waterfront Communities-The Island,Canada,43.63388,-79.3772,65913,73,America/Toronto,-5
Waterloo,Belgium,50.71469,4.3991,29778,119,Europe/Brussels,1
Waterloo,Canada,43.4668,-80.51639,97475,325,America/Toronto,-5
Waterloo,Sierra Leone,8.3389,-13.07091,19750,23,Africa/Freetown,0
Waterloo,United States,42.49276,-92.34296,68460,263,America/Chicago,-6
Waterlooville,United Kingdom,50.88067,-1.0304,64350,54,Europe/London,0
Watermael-Boitsfort,Belgium,50.80154,4.41436,25157,96,Europe/Brussels,1
Watertown,United States,42.37093,-71.18283,22073,146,America/Chicago,-5
Waterville,United States,44.55201,-69.63171,16261,34,America/New_York,-5
Watford,United Kingdom,51.65531,-0.39602,125707,77,Europe/London,0
Wath upon Dearne,United Kingdom,53.50291,-1.3458,17161,35,Europe/London,0
Watsa,Democratic Republic of the Congo,3.03716,29.53551,24516,1018,Africa/Lubumbashi,2
Watsonville,United States,36.91023,-121.75689,53628,10,America/Los_Angeles,-8
Wattala,Sri Lanka,6.98918,79.89167,30725,6,Asia/Colombo,5.5
Wattrelos,France,50.70118,3.21812,42826,31,Europe/Paris,1
Wau,South Sudan,7.70111,27.98972,127384,440,Africa/Juba,3
Waukee,United States,41.61166,-93.88523,18990,313,America/Chicago,-6
Waukegan,United States,42.36363,-87.84479,88475,199,America/Chicago,-6
Waukesha,United States,43.01168,-88.23148,71970,252,America/Chicago,-6
Wausau,United States,44.95914,-89.63012,39094,371,America/Chicago,-6
Wauwatosa,United States,43.04946,-88.00759,47614,201,America/Chicago,-6
Waverly,United States,42.7392,-84.62081,23925,264,America/Detroit,-5
Wavre,Belgium,50.71717,4.60138,32112,72,Europe/Brussels,1
Wawer,Poland,52.19656,21.17752,62656,95,Europe/Warsaw,1
Waxahachie,United States,32.38653,-96.84833,33384,174,America/Chicago,-6
Wayao,"China, People's Republic of",34.38333,118.23333,37080,31,Asia/Shanghai,8
Wayne,United States,40.044,-74.27654,17081,123,America/Detroit,-5
Waynesboro,United States,38.06847,-78.88947,21491,393,America/New_York,-5
Wazirabad,Pakistan,32.44324,74.12,102444,231,Asia/Karachi,5
Wazirganj,India,28.21145,79.05665,19372,178,Asia/Kolkata,5.5
Weatherford,United States,32.7593,-97.79725,28742,328,America/Chicago,-6
Webster Groves,United States,38.59255,-90.35734,23177,173,America/Chicago,-6
Webuye,Kenya,0.6004,34.77119,22507,1491,Africa/Nairobi,3
Wedding Bezirk,Germany,52.54734,13.35594,78290,41,Europe/Berlin,1
Wedel,Germany,53.58374,9.69835,31995,11,Europe/Berlin,1
Wedi,Indonesia,-7.74306,110.57944,55300,148,Asia/Jakarta,7
Wednesbury,United Kingdom,52.5514,-2.02355,24337,136,Europe/London,0
Wednesfield,United Kingdom,52.5963,-2.08508,33555,141,Europe/London,0
Weener,Germany,53.16332,7.35052,15718,5,Europe/Berlin,1
Weert,Netherlands,51.25167,5.70694,48662,38,Europe/Amsterdam,1
Weesp,Netherlands,52.3075,5.04167,17802,5,Europe/Amsterdam,1
Wegberg,Germany,51.14221,6.28436,29622,67,Europe/Berlin,1
Weiden,Germany,49.67682,12.15613,42550,397,Europe/Berlin,1
Weifang,"China, People's Republic of",36.71,119.10194,2044028,30,Asia/Shanghai,8
Weihai,"China, People's Republic of",37.50914,122.11356,844310,14,Asia/Shanghai,8
Weiji,"China, People's Republic of",34.03333,117.95,48069,24,Asia/Shanghai,8
Weil am Rhein,Germany,47.59331,7.62082,29548,277,Europe/Berlin,1
Weil der Stadt,Germany,48.74953,8.87176,19338,397,Europe/Berlin,1
Weilerswist,Germany,50.75292,6.84585,16321,120,Europe/Berlin,1
Weilheim,Germany,47.84147,11.15484,21401,573,Europe/Berlin,1
Weimar,Germany,50.9803,11.32903,64727,220,Europe/Berlin,1
Weimiao,"China, People's Republic of",34.58333,117.06667,51820,35,Asia/Shanghai,8
Weinan,"China, People's Republic of",34.50355,109.50891,172321,354,Asia/Shanghai,8
Weingarten,Germany,47.81009,9.63863,23802,461,Europe/Berlin,1
Weinheim,Germany,49.54887,8.66697,43325,118,Europe/Berlin,1
Weining,"China, People's Republic of",26.85,104.23333,56744,2169,Asia/Shanghai,8
Weinstadt-Endersbach,Germany,48.81311,9.36387,26166,235,Europe/Berlin,1
Weinzierl bei Krems,Austria,48.4,15.6,24092,207,Europe/Vienna,1
Weirton,United States,40.41896,-80.58952,19175,233,America/New_York,-5
Weirton Heights,United States,40.4084,-80.53924,19450,365,America/New_York,-5
Weissenburg in Bayern,Germany,49.03095,10.97221,17801,428,Europe/Berlin,1
Weissenfels,Germany,51.20148,11.96843,29792,102,Europe/Berlin,1
Weissensee,Germany,52.55632,13.46649,47693,53,Europe/Berlin,1
Weisswasser,Germany,51.50403,14.64017,22099,139,Europe/Berlin,1
Weiterstadt,Germany,49.9039,8.58874,24253,109,Europe/Berlin,1
Wejherowo,Poland,54.60568,18.23559,46820,27,Europe/Warsaw,1
Wekiwa Springs,United States,28.69861,-81.42563,21998,21,America/New_York,-5
Welahan,Indonesia,-6.8,110.71667,26163,4,Asia/Jakarta,7
Weleri,Indonesia,-6.9713,110.0666,58448,17,Asia/Jakarta,7
Weligama,Sri Lanka,5.97501,80.42968,22179,8,Asia/Colombo,5.5
Welisara,Sri Lanka,7.0281,79.9014,41306,11,Asia/Colombo,5.5
Welkom,South Africa,-27.97742,26.73506,431944,1376,Africa/Johannesburg,2
Welland,Canada,42.98342,-79.24958,50331,180,America/Toronto,-5
Wellesley,United States,42.29649,-71.29256,27982,44,America/New_York,-5
Welling,United Kingdom,51.46246,0.10759,42500,47,Europe/London,0
Wellingborough,United Kingdom,52.30273,-0.69446,50577,70,Europe/London,0
Wellington,India,11.36552,76.78442,20254,1847,Asia/Kolkata,5.5
Wellington,New Zealand,-41.28664,174.77557,381900,31,Pacific/Auckland,13
Wellington,South Africa,-33.63981,19.0112,55543,127,Africa/Johannesburg,2
Wellington,United Kingdom,52.7,-2.51667,22816,101,Europe/London,0
Wellington,United States,26.65868,-80.24144,62560,11,America/New_York,-5
Wels,Austria,48.16667,14.03333,16857,317,Europe/Vienna,1
Welwyn Garden City,United Kingdom,51.80174,-0.20691,59910,92,Europe/London,0
Wembley,United Kingdom,51.55242,-0.29686,90045,46,Europe/London,0
Wenatchee,United States,47.42346,-120.31035,33636,201,America/Los_Angeles,-8
Wenceslau Braz,Brazil,-23.87389,-49.80278,15726,834,America/Sao_Paulo,-3
Wenchang,"China, People's Republic of",19.6157,110.74894,560894,13,Asia/Shanghai,8
Wendelstein,Germany,49.3523,11.15069,16220,342,Europe/Berlin,1
Wenden,Germany,50.96667,7.86667,19924,405,Europe/Berlin,1
Wendlingen am Neckar,Germany,48.67124,9.37632,15728,268,Europe/Berlin,1
Wenheng,"China, People's Republic of",25.66742,116.75429,20542,383,Asia/Shanghai,8
Wenji,Ethiopia,8.45,39.28333,17120,1589,Africa/Addis_Ababa,3
Wenling,"China, People's Republic of",28.37524,121.38416,67433,6,Asia/Shanghai,8
Wenshan City,"China, People's Republic of",23.36306,104.25047,450000,1257,Asia/Shanghai,8
Wenshang,"China, People's Republic of",35.7275,116.49611,59455,44,Asia/Shanghai,8
Wentzville,United States,38.81144,-90.85291,35603,187,America/Chicago,-6
Wenxing,"China, People's Republic of",28.68208,112.87864,57117,51,Asia/Shanghai,8
Wenzhou,"China, People's Republic of",27.99942,120.66682,2686825,10,Asia/Shanghai,8
Wer,India,27.0186,77.17636,18268,222,Asia/Kolkata,5.5
Werdau,Germany,50.73604,12.37534,24424,274,Europe/Berlin,1
Werder,Germany,52.37874,12.934,22384,33,Europe/Berlin,1
Werdohl,Germany,51.26011,7.76608,20366,201,Europe/Berlin,1
Werl,Germany,51.55493,7.91403,32149,92,Europe/Berlin,1
Wermelskirchen,Germany,51.1397,7.21583,36816,302,Europe/Berlin,1
Werne,Germany,51.66446,7.63421,30810,60,Europe/Berlin,1
Wernigerode,Germany,51.83652,10.78216,34463,237,Europe/Berlin,1
Werota,Ethiopia,11.91667,37.7,26813,1810,Africa/Addis_Ababa,3
Werribee,Australia,-37.9,144.66667,40143,27,Australia/Melbourne,11
Wertheim,Germany,49.759,9.50852,24869,174,Europe/Berlin,1
Weru,Indonesia,-6.711,108.5037,139004,19,Asia/Jakarta,7
Wervik,Belgium,50.78069,3.03854,17340,18,Europe/Brussels,1
Wesel,Germany,51.6669,6.62037,61685,23,Europe/Berlin,1
Weslaco,United States,26.15952,-97.99084,39474,29,America/Chicago,-6
Wesley Chapel,United States,28.23973,-82.32787,44092,36,America/New_York,-5
Wesola,Poland,52.25451,21.22407,20000,100,Europe/Warsaw,1
Wesseling,Germany,50.82709,6.9747,35665,50,Europe/Berlin,1
Wesselsbron,South Africa,-27.8549,26.36583,42552,1315,Africa/Johannesburg,2
West Albany,United States,42.68313,-73.77845,93794,59,America/New_York,-5
West Allis,United States,43.01668,-88.00703,60620,224,America/Chicago,-6
West Babylon,United States,40.71816,-73.35429,43213,14,America/New_York,-5
West Bend,United States,43.42528,-88.18343,31695,277,America/Chicago,-6
West Bloomfield Township,United States,42.56891,-83.38356,64690,303,America/Detroit,-5
West Bridgford,United Kingdom,52.92979,-1.12537,48314,28,Europe/London,0
West Bromwich,United Kingdom,52.51868,-1.9945,135618,165,Europe/London,0
West Carson,United States,33.82168,-118.29257,21699,16,America/Los_Angeles,-8
West Chester,United States,39.96097,-75.60804,19842,136,America/New_York,-5
West Chicago,United States,41.88475,-88.20396,27447,239,America/Chicago,-6
West Columbia,United States,33.99349,-81.07398,16060,87,America/New_York,-5
West Coon Rapids,United States,45.15969,-93.34967,62528,257,America/Chicago,-6
West Covina,United States,34.06862,-117.93895,108484,120,America/Los_Angeles,-8
West Des Moines,United States,41.57721,-93.71133,64113,251,America/Chicago,-6
West Elkridge,United States,39.20705,-76.72692,28734,70,America/New_York,-5
West Elsdon,United States,41.79392,-87.7245,19219,184,America/Chicago,-6
West End,Canada,49.28333,-123.13333,44560,49,America/Vancouver,-8
West Englewood,United States,41.77809,-87.66672,32156,185,America/Chicago,-6
West Falls Church,United States,38.86484,-77.18787,29207,103,America/New_York,-5
West Fargo,United States,46.87497,-96.90036,33597,274,America/Chicago,-6
West Garfield Park,United States,41.88059,-87.72922,17742,187,America/Chicago,-6
West Gulfport,United States,30.40409,-89.0942,71329,10,America/Chicago,-6
West Ham,United Kingdom,51.53333,0.01667,15551,4,Europe/London,0
West Hartford,United States,41.76204,-72.74204,63268,41,America/New_York,-5
West Haven,United States,41.27065,-72.94705,54927,5,America/New_York,-5
West Hempstead,United States,40.70482,-73.65013,18862,21,America/New_York,-5
West Hill,Canada,43.76737,-79.1795,27392,121,America/Toronto,-5
West Hills,United States,34.19731,-118.64398,41426,273,America/Los_Angeles,-8
West Hollywood,United States,26.02065,-118.36174,36222,10,America/Los_Angeles,-5
West Humber-Clairville,Canada,43.71619,-79.59636,33312,166,America/Toronto,-5
West Island,Cocos Islands,-12.15681,96.82251,120,12,Indian/Cocos,6.5
West Islip,United States,40.70621,-73.30623,28335,9,America/New_York,-5
West Jerusalem,Israel,31.78199,35.21961,400000,796,Asia/Jerusalem,2
West Jordan,United States,40.60967,-111.9391,111946,1338,America/Denver,-7
West Kelowna,Canada,49.8625,-119.58333,28793,484,America/Vancouver,-8
West Lafayette,United States,40.42587,-86.90807,45550,189,America/Indiana/Indianapolis,-5
West Lake Sammamish,United States,47.5776,-122.10123,33929,5,America/Los_Angeles,-8
West Lake Stevens,United States,47.99343,-122.1018,21047,112,America/Los_Angeles,-8
West Lawn,United States,41.77281,-87.72227,32749,188,America/Chicago,-6
West Linn,United States,45.36568,-122.61231,26593,44,America/Los_Angeles,-8
West Little River,United States,25.85704,-80.23699,34699,9,America/New_York,-5
West Lynchburg,United States,37.4032,-79.17808,65517,225,America/New_York,-5
West Melbourne,United States,28.07168,-80.65339,20679,12,America/New_York,-5
West Memphis,United States,35.14648,-90.18454,25052,66,America/Chicago,-6
West Mifflin,United States,40.3634,-79.86644,20075,333,America/New_York,-5
West Milford,United States,41.13121,-74.36737,26968,214,America/New_York,-5
West Molesey,United Kingdom,51.39985,-0.37997,18565,12,Europe/London,0
West New York,United States,40.78788,-74.01431,53366,56,America/New_York,-5
West Odessa,United States,31.84235,-102.49876,22707,902,America/Chicago,-6
West Orange,United States,40.79871,-74.23904,48131,141,America/New_York,-5
West Palm Beach,United States,26.71534,-80.05337,106779,21,America/New_York,-5
West Park,United States,25.98454,-80.19894,15097,7,America/New_York,-5
West Pennant Hills,Australia,-33.7457,151.04764,16162,167,Australia/Sydney,11
West Pensacola,United States,30.42659,-87.27969,21339,29,America/Chicago,-6
West Puente Valley,United States,34.05168,-117.9684,22636,100,America/Los_Angeles,-8
West Raleigh,United States,35.78682,-78.66389,338759,124,America/New_York,-5
West Ridge,United States,41.99975,-87.69284,72211,185,America/Chicago,-6
West Sacramento,United States,38.58046,-121.53023,52721,4,America/Los_Angeles,-8
West Saint Paul,United States,44.91608,-93.10161,19540,311,America/Chicago,-6
West Scarborough,United States,43.57036,-70.38783,27706,21,America/New_York,-5
West Seneca,United States,42.85006,-78.79975,44711,184,America/New_York,-5
West Springfield,United States,38.77261,-72.62037,22460,26,America/New_York,-5
West Torrington,United States,41.81843,-73.14372,36000,201,America/New_York,-5
West Town,United States,41.89381,-87.67493,86429,182,America/Chicago,-6
West University Place,United States,29.71801,-95.43383,15741,26,America/Chicago,-6
West Valley City,United States,40.69161,-112.00105,136208,1316,America/Denver,-7
West Vancouver,Canada,49.36672,-123.16652,42694,750,America/Vancouver,-8
West Warwick,United States,41.69689,-71.52194,30146,18,America/New_York,-5
West Whittier-Los Nietos,United States,33.976,-118.06909,25540,51,America/Los_Angeles,-8
West and East Lealman,United States,27.81993,-82.68944,21924,18,America/New_York,-5
Westbrook,United States,43.67703,-70.37116,17978,22,America/New_York,-5
Westbury,United Kingdom,51.26,-2.1875,16989,65,Europe/London,0
Westbury,United States,40.75566,-73.58763,15379,33,America/New_York,-5
Westchase,United States,28.05502,-82.60982,21747,19,America/New_York,-5
Westchester,United States,25.75482,-80.32727,16729,196,America/Chicago,-5
Westend,Germany,52.51708,13.27636,38501,60,Europe/Berlin,1
Westerlo,Belgium,51.09049,4.91544,22579,14,Europe/Brussels,1
Westerly,United States,41.3776,-71.82729,17936,17,America/New_York,-5
Westerstede,Germany,53.25682,7.92737,21902,8,Europe/Berlin,1
Westerville,United States,40.12617,-82.92907,38384,262,America/New_York,-5
Westfield,United States,40.04282,-72.74954,30548,270,America/Indiana/Indianapolis,-5
Westford,United States,42.57926,-71.43784,21587,125,America/New_York,-5
Westhoughton,United Kingdom,53.54899,-2.52464,26260,107,Europe/London,0
Westlake,United States,41.45532,-81.91792,32428,225,America/New_York,-5
Westland,United States,42.3242,-83.40021,82000,202,America/Detroit,-5
Westmead,Australia,-33.80383,150.98768,17835,36,Australia/Sydney,11
Westminster,United States,33.75918,-105.0372,113130,14,America/Denver,-5
Westminster-Branson,Canada,43.77881,-79.45242,26274,189,America/Toronto,-5
Westmont,United States,33.9414,-118.3023,24941,230,America/Chicago,-6
Westmount,Canada,45.48341,-73.59918,20494,52,America/Toronto,-5
Weston,Canada,43.70359,-79.51513,17992,133,America/Toronto,-5
Weston,United States,26.10037,-80.39977,15069,393,America/Chicago,-5
Weston-super-Mare,United Kingdom,51.34603,-2.97665,82903,13,Europe/London,0
Westonaria,South Africa,-26.31905,27.6486,156831,1593,Africa/Johannesburg,2
Westport,United States,41.14149,-73.3579,26391,13,America/New_York,-5
Wete,Tanzania,-5.05589,39.72938,26450,53,Africa/Dar_es_Salaam,3
Wethersfield,United States,41.71427,-72.65259,26668,19,America/New_York,-5
Wetter (Ruhr),Germany,51.38747,7.39277,29146,126,Europe/Berlin,1
Wetteren,Belgium,51.00526,3.88341,22930,16,Europe/Brussels,1
Wettingen,Switzerland,47.47049,8.31636,18191,386,Europe/Zurich,1
Wetzelsdorf,Austria,47.05293,15.39923,15687,362,Europe/Vienna,1
Wetzlar,Germany,50.56109,8.50495,52656,169,Europe/Berlin,1
Wevelgem,Belgium,50.8,3.16667,30954,15,Europe/Brussels,1
Wewak,Papua New Guinea,-3.54964,143.63229,18230,44,Pacific/Port_Moresby,10
Wexford,Ireland,52.33417,-6.4575,19913,5,Europe/Dublin,0
Wexford/Maryvale,Canada,43.74857,-79.29864,27917,167,America/Toronto,-5
Weybridge,United Kingdom,51.37178,-0.45975,19463,18,Europe/London,0
Weymouth,United Kingdom,50.61448,-2.45991,57691,-2,Europe/London,0
Weymouth,United States,42.22093,-70.93977,54395,39,America/New_York,-5
Whakatane,New Zealand,-37.95855,176.98545,18602,11,Pacific/Auckland,13
Whanganui,New Zealand,-39.93333,175.05,40268,18,Pacific/Auckland,13
Whangarei,New Zealand,-35.73167,174.32391,50900,7,Pacific/Auckland,13
Wharton,United States,39.92678,-75.15712,49732,8,America/New_York,-5
Wheat Ridge,United States,39.7661,-105.07721,31192,1669,America/Denver,-7
Wheaton,United States,39.03983,-77.05526,48284,146,America/Chicago,-5
Wheelers Hill,Australia,-37.9,145.18333,19369,120,Australia/Melbourne,11
Wheeling,United States,40.06396,-80.72091,27648,200,America/Chicago,-5
Whickham,United Kingdom,54.94561,-1.67635,16625,119,Europe/London,0
White Bear Lake,United States,45.08469,-93.00994,25205,284,America/Chicago,-6
White Oak,United States,39.03983,-76.99303,17403,134,America/New_York,-5
White Plains,United States,41.03399,-73.76291,58459,82,America/New_York,-5
White River,South Africa,-25.33177,31.01166,15954,944,Africa/Johannesburg,2
White Rock,Canada,49.02049,-122.79507,66450,67,America/Vancouver,-8
White Settlement,United States,32.75957,-97.45835,17077,207,America/Chicago,-6
Whitefield,United Kingdom,53.55,-2.3,23545,124,Europe/London,0
Whitehall,United States,39.96673,-82.88546,18694,242,America/New_York,-5
Whitehall Township,United States,40.66676,-75.49991,24896,117,America/New_York,-5
Whitehaven,United Kingdom,54.54897,-3.58412,24900,19,Europe/London,0
Whitehorse,Canada,60.71611,-135.05375,23272,630,America/Whitehorse,-7
Whitestone,United States,40.79455,-73.81847,36984,18,America/New_York,-5
Whitley Bay,United Kingdom,55.03973,-1.44713,38055,29,Europe/London,0
Whitman,United States,39.91678,-75.15546,49732,6,America/New_York,-5
Whitney,United States,36.09831,-115.0363,38585,506,America/Los_Angeles,-8
Whitstable,United Kingdom,51.3607,1.0257,30195,5,Europe/London,0
Whittier,United States,33.97918,-118.03284,87438,117,America/Los_Angeles,-8
Wichian Buri,Thailand,15.65778,101.10603,39272,72,Asia/Bangkok,7
Wichit,Thailand,7.8894,98.38523,38701,14,Asia/Bangkok,7
Wichita,United States,37.69224,-97.33754,389965,402,America/Chicago,-6
Wichita Falls,United States,33.91371,-98.49339,104710,296,America/Chicago,-6
Wickford,United Kingdom,51.61101,0.52331,32975,8,Europe/London,0
Widnes,United Kingdom,53.3618,-2.73406,61464,13,Europe/London,0
Wiehl,Germany,50.9495,7.55062,26291,197,Europe/Berlin,1
Wieliczka,Poland,49.98738,20.06473,18677,261,Europe/Warsaw,1
Wielun,Poland,51.22097,18.56964,24384,180,Europe/Warsaw,1
Wiener Neustadt,Austria,47.80485,16.23196,44820,270,Europe/Vienna,1
Wierden,Netherlands,52.35917,6.59306,23244,13,Europe/Amsterdam,1
Wiesbaden,Germany,50.08258,8.24932,272432,128,Europe/Berlin,1
Wiesloch,Germany,49.29504,8.69846,25630,134,Europe/Berlin,1
Wigan,United Kingdom,53.54296,-2.63706,175405,32,Europe/London,0
Wigston Magna,United Kingdom,52.58128,-1.09248,33720,104,Europe/London,0
Wijchen,Netherlands,51.80917,5.725,32693,10,Europe/Amsterdam,1
Wijk bij Duurstede,Netherlands,51.97417,5.34167,17465,6,Europe/Amsterdam,1
Wil,Switzerland,47.46152,9.04552,16808,569,Europe/Zurich,1
Wildeshausen,Germany,52.89446,8.43375,18114,27,Europe/Berlin,1
Wildomar,United States,33.59891,-117.28004,35632,385,America/Los_Angeles,-8
Wildwood,United States,38.58283,-90.6629,35899,235,America/Chicago,-6
Wilhelmshaven,Germany,53.52998,8.11253,84393,3,Europe/Berlin,1
Wilhelmstadt,Germany,52.52462,13.17707,37624,33,Europe/Berlin,1
Wilkes-Barre,United States,41.24591,-75.88131,40780,172,America/New_York,-5
Wilkinsburg,United States,40.44174,-79.88199,15731,288,America/New_York,-5
Willebroek,Belgium,51.06041,4.36019,22808,4,Europe/Brussels,1
Willemstad,Curacao,12.1084,-68.93354,125000,1,America/Curacao,-4
Willenhall,United Kingdom,52.58514,-2.05934,27500,136,Europe/London,0
Willesden,United Kingdom,51.53333,-0.23333,44295,49,Europe/London,0
Willetton,Australia,-32.05251,115.88782,17887,22,Australia/Perth,8
Williamsburg,United States,37.2707,-73.95347,15052,33,America/New_York,-5
Williamsport,United States,41.24119,-77.00108,29201,162,America/New_York,-5
Williamstown,United States,39.68623,-74.99517,15567,45,America/New_York,-5
Willich,Germany,51.26371,6.54734,51843,43,Europe/Berlin,1
Willimantic,United States,41.71065,-72.20813,17737,67,America/New_York,-5
Willingboro,United States,40.02789,-74.86905,31668,12,America/New_York,-5
Williston,United States,48.14697,-103.61797,26977,573,America/Chicago,-6
Willmar,United States,45.12191,-95.04334,19638,349,America/Chicago,-6
Willoughby,United States,41.63977,-81.4065,22631,202,America/New_York,-5
Willow Grove,United States,40.144,-75.11573,15726,87,America/New_York,-5
Willowbrook,United States,33.91696,-118.25507,35983,33,America/Los_Angeles,-8
Willowdale,Canada,43.76672,-79.39909,79440,176,America/Toronto,-5
Willowdale East,Canada,43.7706,-79.40148,50434,182,America/Toronto,-5
Willowdale West,Canada,43.77121,-79.42756,16936,188,America/Toronto,-5
Willowridge-Martingrove-Richview,Canada,43.68364,-79.55422,22156,158,America/Toronto,-5
Wilmersdorf Bezirk,Germany,52.48333,13.31667,94113,39,Europe/Berlin,1
Wilmette,United States,42.07225,-87.72284,27413,197,America/Chicago,-6
Wilmington,United States,34.22573,-71.17367,115933,14,America/New_York,-5
Wilmington Island,United States,32.00355,-80.97372,15138,11,America/New_York,-5
Wilmslow,United Kingdom,53.32803,-2.23148,36617,79,Europe/London,0
Wilnsdorf,Germany,50.81667,8.1,21505,396,Europe/Berlin,1
Wilrijk,Belgium,51.16734,4.39513,41403,16,Europe/Brussels,1
Wilson,United States,35.72127,-77.91554,49643,40,America/New_York,-5
Wilsonville,United States,45.29984,-122.77371,22729,45,America/Los_Angeles,-8
Wilten,Austria,47.25829,11.38808,18142,586,Europe/Vienna,1
Wilton,United States,41.19537,-73.4379,18062,86,America/New_York,-5
Wimbledon,United Kingdom,51.42212,-0.20805,68187,29,Europe/London,0
Winchester,United Kingdom,51.06513,-1.3187,46074,61,Europe/London,0
Winchester,United States,36.12997,-115.11889,18446,10,America/Los_Angeles,-5
Winder,United States,33.99261,-83.72017,15447,303,America/New_York,-5
Windham,United States,41.69982,-72.15702,23072,89,America/New_York,-5
Windhoek,Namibia,-22.55941,17.08323,268132,1656,Africa/Windhoek,2
Windsor,Canada,42.30008,-83.01654,278013,190,America/Toronto,-5
Windsor,United Kingdom,51.48333,-0.6,33348,49,Europe/London,0
Windsor,United States,38.54713,-104.90136,21751,1468,America/Denver,-5
Winejok,South Sudan,9.01222,27.57081,300000,419,Africa/Juba,3
Winneba,Ghana,5.35113,-0.62313,44254,25,Africa/Accra,0
Winnenden,Germany,48.87563,9.39819,27783,293,Europe/Berlin,1
Winnipeg,Canada,49.8844,-97.14704,632063,245,America/Winnipeg,-6
Winona,United States,44.04996,-91.63932,27094,202,America/Chicago,-6
Winschoten,Netherlands,53.14417,7.03472,18506,3,Europe/Amsterdam,1
Winsen,Germany,53.35753,10.21282,32662,6,Europe/Berlin,1
Winsford,United Kingdom,53.19146,-2.52398,30259,36,Europe/London,0
Winston-Salem,United States,36.09986,-80.24422,241218,283,America/New_York,-5
Winter Garden,United States,28.56528,-81.58618,40356,42,America/New_York,-5
Winter Gardens,United States,32.83116,-116.93336,20631,206,America/Los_Angeles,-8
Winter Haven,United States,28.02224,-81.73286,37689,54,America/New_York,-5
Winter Park,United States,28.6,-81.33924,29943,39,America/New_York,-5
Winter Springs,United States,28.69889,-81.30812,34789,17,America/New_York,-5
Winterhude,Germany,53.6,10,51297,22,Europe/Berlin,1
Winterswijk,Netherlands,51.9725,6.71944,29623,38,Europe/Amsterdam,1
Winterthur,Switzerland,47.50564,8.72413,91908,441,Europe/Zurich,1
Winthrop,United States,42.3751,-70.98283,17618,15,America/New_York,-5
Wipperfuerth,Germany,51.1161,7.39865,23723,290,Europe/Berlin,1
Wiradesa,Indonesia,-6.8922,109.619,39407,10,Asia/Jakarta,7
Wisbech,United Kingdom,52.66622,0.15938,32489,6,Europe/London,0
Wisch,Netherlands,51.92648,6.41705,19496,15,Europe/Amsterdam,1
Wisconsin Rapids,United States,44.38358,-89.81735,17897,314,America/Chicago,-6
Wiset Chaichan,Thailand,14.5945,100.33825,19129,12,Asia/Bangkok,7
Wishaw,United Kingdom,55.76667,-3.91667,30510,138,Europe/London,0
Wismar,Germany,53.89314,11.45286,45255,1,Europe/Berlin,1
Witbank,South Africa,-25.87133,29.23323,262491,1629,Africa/Johannesburg,2
Witham,United Kingdom,51.80007,0.64038,25353,25,Europe/London,0
Witney,United Kingdom,51.7836,-1.4854,29103,87,Europe/London,0
Witten,Germany,51.44362,7.35258,101247,119,Europe/Berlin,1
Wittenau,Germany,52.59319,13.32127,29054,41,Europe/Berlin,1
Wittenberg,Germany,51.8661,12.64973,30000,72,Europe/Berlin,1
Wittenberge,Germany,53.00543,11.75032,20171,23,Europe/Berlin,1
Wittenheim,France,47.8109,7.32756,15747,228,Europe/Paris,1
Wittlich,Germany,49.98596,6.89308,17887,178,Europe/Berlin,1
Wittmund,Germany,53.57674,7.77839,21355,4,Europe/Berlin,1
Wittstock,Germany,53.16118,12.48287,17361,66,Europe/Berlin,1
Witzenhausen,Germany,51.34103,9.8554,16055,151,Europe/Berlin,1
Wlochy,Poland,52.17941,20.94612,36276,109,Europe/Warsaw,1
Wloclawek,Poland,52.64817,19.0678,120339,58,Europe/Warsaw,1
Wobulenzi,Uganda,0.72833,32.51222,24415,1155,Africa/Kampala,3
